Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
LAWYER,19467,639043325641,12/31,380,1
ENGINEER,378,4790864982691896,04/30,607,0
ENGINEER,93472,4502048545025,09/29,477,0
LAWYER,44910,6516620477425796,08/34,325,0
LAWYER,90731,676194679103,06/28,5426,1
DOCTOR,61,3559486748372638,06/25,929,0
LAWYER,58599,3595962706386832,03/25,758,1
LAWYER,94493,4262861148864641961,08/27,674,1
LAWYER,1960,347240545473906,08/31,600,0
LAWYER,2611,36121116037716,06/34,102,1
DOCTOR,68886,4166365782318587786,03/30,797,1
ENGINEER,24991,378606118504677,10/26,413,1
LAWYER,43495,6011408869540368,03/27,497,0
DOCTOR,9729,4770512372797542451,11/26,139,0
LAWYER,94920,213170915267185,08/25,706,1
ENGINEER,41500,6501800397155015,07/26,475,1
ENGINEER,22043,2527897889285432,02/31,315,1
DOCTOR,49296,4868905210528280,07/27,4837,0
DOCTOR,97763,3589014654774102,04/31,936,1
DOCTOR,76999,6537325964733208,07/27,133,0
ENGINEER,95563,180020525273678,10/29,240,0
DOCTOR,10340,6011805815851858,03/25,947,0
ENGINEER,78677,4369154400882892,08/29,809,0
DOCTOR,76205,4309613089935510233,12/30,339,1
DOCTOR,97642,3546440661030067,09/32,242,1
ENGINEER,27820,3506194023420189,05/27,557,0
ENGINEER,31465,30187808760218,01/30,231,0
LAWYER,5457,6556328057353666,02/34,665,0
LAWYER,67133,30139315204214,07/25,637,1
ENGINEER,74869,30328376749338,10/34,259,0
ENGINEER,25782,3534284171701674,04/33,928,0
LAWYER,50617,213159261675992,10/29,285,1
LAWYER,72419,4433903546999408544,12/30,645,1
LAWYER,44700,6011759968184247,01/31,447,1
DOCTOR,75419,4433909500679,12/30,528,1
LAWYER,70032,30480280476837,06/30,747,1
ENGINEER,53533,4307661960935691,12/24,162,1
LAWYER,97747,4332499658345,10/34,596,1
DOCTOR,35392,4012637739122225811,04/32,7962,1
LAWYER,50770,2709193532425942,03/28,993,0
DOCTOR,71084,4105852058504580,12/31,201,0
DOCTOR,89929,675969484087,10/34,505,1
LAWYER,97643,30476137110322,10/25,501,0
LAWYER,30753,4482928557042901,11/24,168,0
DOCTOR,40318,6505492512008984,11/29,567,1
ENGINEER,22376,3556067801725319,06/28,683,1
LAWYER,93292,2700700737604474,01/30,548,0
DOCTOR,15874,4103057931329,11/33,697,1
LAWYER,63403,6524622614012362,09/28,550,1
DOCTOR,99693,4838674153303575,05/27,772,0
ENGINEER,36782,4481402573832419129,06/32,766,1
DOCTOR,4326,30553633680659,09/34,453,1
ENGINEER,48825,30586568505459,05/34,090,0
ENGINEER,66134,676271913300,12/27,160,1
DOCTOR,21882,340554737653282,06/29,796,0
LAWYER,61863,639071511856,10/32,468,0
LAWYER,36748,377563591104429,05/27,1977,1
ENGINEER,2352,6512843735475130,08/26,982,0
LAWYER,69924,3552731422267902,12/29,215,0
ENGINEER,74419,30542467712928,08/28,951,1
ENGINEER,97940,376845163881380,03/27,516,1
LAWYER,58809,3556409234368772,09/27,6211,1
LAWYER,22593,4588295940594045,08/27,334,1
DOCTOR,3951,2244814503220838,08/25,983,0
ENGINEER,99626,349537860614594,07/33,729,0
LAWYER,79648,3549780333461761,05/31,708,1
LAWYER,63706,567573658463,05/32,414,0
LAWYER,3800,4714990023715437,11/28,605,0
ENGINEER,6081,4435299948343,07/26,3534,0
ENGINEER,58539,180082299836395,06/33,585,1
LAWYER,17430,4957931279045747038,03/31,048,0
LAWYER,78003,4188707285606,12/26,132,1
LAWYER,4811,373409998406393,08/25,1707,1
DOCTOR,153,30283107512358,11/29,302,1
DOCTOR,18723,4393407830734715,06/28,234,0
LAWYER,59124,4741222722126881,10/31,832,1
DOCTOR,54787,2229003309595440,03/31,977,1
LAWYER,97494,213193694663689,01/28,098,1
ENGINEER,50150,4316838299810964,11/29,925,0
DOCTOR,25295,563354131473,11/29,245,0
ENGINEER,904,676265731627,03/29,655,1
ENGINEER,655,5215437087493213,12/32,045,0
LAWYER,92600,30206496866028,01/31,057,0
LAWYER,41851,213129348537630,05/30,0628,1
LAWYER,11705,378109008644430,06/34,146,0
DOCTOR,96448,4541793391391,07/28,086,0
LAWYER,43007,30413780932355,04/27,256,1
DOCTOR,35777,2265590839316219,09/25,517,1
ENGINEER,72383,340040422472519,05/34,855,0
LAWYER,56431,567262373226,02/26,4352,0
LAWYER,79112,3524695377890536,08/31,307,1
ENGINEER,57017,4732384506997373,02/31,316,1
LAWYER,42993,213181265726746,04/27,456,1
DOCTOR,58241,4502026457839,02/30,348,1
ENGINEER,8743,36602482568871,05/30,895,0
LAWYER,36285,4750802862475335,12/27,708,1
ENGINEER,24866,4620763475517434,01/28,352,0
DOCTOR,73989,4823682363403660,07/32,816,0
LAWYER,78680,4363931607774618,06/29,961,0
ENGINEER,67436,6011761239857155,05/27,4888,0
ENGINEER,86952,3550151966525031,12/32,433,0
DOCTOR,44608,6525590407402174,12/28,581,0
DOCTOR,42422,3590830724942982,01/34,840,1
LAWYER,22039,30554569096159,07/29,351,0
ENGINEER,48066,675996920160,06/25,777,1
LAWYER,11993,4054956342207810816,12/26,583,0
LAWYER,42055,4589042332744053021,02/33,166,1
DOCTOR,91780,503856369619,06/33,060,0
ENGINEER,56896,213151274388093,02/34,900,1
DOCTOR,38702,30212501737246,07/29,050,1
DOCTOR,49140,4590566680130828,10/28,791,0
ENGINEER,3089,3502685562676929,02/32,362,0
LAWYER,89452,4540577543268,11/30,637,1
DOCTOR,52646,377807519567401,09/30,7843,1
LAWYER,4079,349778512872095,11/25,436,1
ENGINEER,12129,347069068314928,04/34,047,1
ENGINEER,48535,346211831367103,09/28,111,0
LAWYER,20902,4013837467144145,08/28,449,0
DOCTOR,99806,4213811903120199,01/26,559,0
DOCTOR,9586,6554247171476652,10/25,052,1
LAWYER,97760,3531457818593885,07/26,083,1
ENGINEER,68135,6011811799536705,06/26,050,1
DOCTOR,87132,2720993744531501,12/27,021,0
LAWYER,29740,3539441625679337,12/30,420,0
LAWYER,72007,6011052534703769,02/32,726,1
DOCTOR,15146,4330016939045034,09/32,013,0
ENGINEER,53620,349735326301919,06/27,598,1
LAWYER,33569,3582224874312586,09/34,376,1
DOCTOR,11903,371283261285269,02/28,907,1
LAWYER,4339,30118669002564,02/31,526,0
LAWYER,1409,2225470264371790,12/26,835,1
ENGINEER,45232,4922878086173537,10/34,653,0
ENGINEER,53317,501805823827,01/29,466,0
ENGINEER,13757,4496042603340543,11/30,510,1
DOCTOR,16386,4864400367713541,11/27,014,0
DOCTOR,36583,4800108900047189,05/27,126,1
DOCTOR,62069,38988477441325,01/25,044,1
LAWYER,55886,3550921529037769,08/25,558,0
DOCTOR,23402,30062575668847,12/33,514,0
DOCTOR,33873,30185170211513,03/26,675,0
LAWYER,79704,344124231807465,06/31,987,1
DOCTOR,80149,2720621750614594,01/25,4064,0
DOCTOR,33068,4676100262511,01/27,303,1
DOCTOR,20036,2247825710492918,08/28,392,0
LAWYER,37761,630494953106,06/27,692,1
LAWYER,36348,30474437308191,12/25,477,1
LAWYER,33516,36068854990731,02/31,701,0
ENGINEER,79671,213145289264927,09/30,886,1
ENGINEER,41376,3533707851297382,08/26,107,1
LAWYER,15041,4498831041806059,05/25,194,0
LAWYER,30894,676101391263,07/28,884,1
LAWYER,14156,346117174111430,12/28,467,1
ENGINEER,18513,4230555227742,08/29,900,0
ENGINEER,274,3584964350280439,10/29,023,1
DOCTOR,37984,4777060311569,06/29,412,1
LAWYER,90682,213177891536400,12/28,091,1
LAWYER,44610,4301652241770771,06/30,7335,0
DOCTOR,63817,3534840266564119,09/33,806,0
DOCTOR,33268,30216256339371,07/34,279,0
LAWYER,36541,6011428092997847,04/26,964,1
LAWYER,67182,213192762382669,05/28,411,0
ENGINEER,60543,4080176074302897,02/34,832,1
LAWYER,56782,639001182612,03/26,748,1
DOCTOR,4761,503880720589,05/29,562,1
LAWYER,74684,371892108426736,04/25,432,1
ENGINEER,4753,3573968856586788,01/32,268,0
DOCTOR,19173,4973242591037463,01/30,895,0
ENGINEER,2089,30013657094881,02/32,984,0
LAWYER,90245,4254865243975,05/32,034,1
DOCTOR,8751,2230908668635396,03/28,854,1
LAWYER,50039,4984978294251490,06/26,597,0
LAWYER,71172,676104616146,02/33,169,1
DOCTOR,75381,6587550283897488,02/34,451,1
LAWYER,99815,4831186620264405379,11/24,403,1
ENGINEER,72420,2229914716502813,12/24,881,0
ENGINEER,24726,3570416961350628,03/29,152,1
DOCTOR,10167,373662586597037,03/33,194,1
LAWYER,34610,4184608066521434360,06/30,423,0
LAWYER,72785,36970979748482,09/29,8128,1
ENGINEER,36121,4138265870158,03/25,743,0
ENGINEER,1749,3530287441788755,02/27,3231,1
LAWYER,34606,4670029851413,05/28,632,1
DOCTOR,21776,4526513492553234,07/30,0728,0
DOCTOR,61215,372292085373846,09/26,1993,1
ENGINEER,77295,3517573752639860,10/31,484,0
LAWYER,97028,2234976960642754,11/28,955,1
LAWYER,32988,630473099822,08/27,425,0
ENGINEER,40433,2260682558315467,03/34,097,0
LAWYER,99655,639047815951,11/24,129,1
LAWYER,33420,4289592677088718,10/31,595,1
ENGINEER,74854,060488618079,04/33,729,1
LAWYER,57551,341889525739706,04/25,508,0
LAWYER,2716,2708371717537308,05/25,733,0
DOCTOR,98015,4006100058427883277,03/33,945,1
LAWYER,29555,3529227781772798,04/30,267,1
ENGINEER,59809,501809412866,09/33,370,0
ENGINEER,73105,2377911115775420,08/33,599,0
LAWYER,28099,2232705213661416,04/31,567,1
DOCTOR,816,060434747493,03/27,147,1
DOCTOR,23565,3540511174543188,10/33,451,0
DOCTOR,44902,4024010263131024,07/31,300,1
ENGINEER,99936,180019502966635,06/32,139,0
ENGINEER,85365,501835354017,10/30,416,1
DOCTOR,4988,676243890917,08/33,459,1
DOCTOR,79116,6518745944746066,08/26,930,1
DOCTOR,87860,6011209316170324,01/31,664,1
DOCTOR,89917,348566027193953,10/27,041,0
LAWYER,2651,372617173445868,04/26,638,1
DOCTOR,54013,3523656730303113,10/32,774,0
ENGINEER,15804,569405856380,04/31,576,1
DOCTOR,87944,6011495577353986,02/33,129,1
LAWYER,62544,3507407681960273,07/27,533,1
LAWYER,54349,2269718117821875,01/27,304,1
LAWYER,65873,38174710335133,05/33,489,1
DOCTOR,22923,2262678570169781,04/32,601,1
ENGINEER,17728,4329484050039454,07/28,805,0
LAWYER,98837,2702199927570298,06/27,957,1
LAWYER,86985,30197663873923,12/29,056,0
DOCTOR,8294,345152497256258,05/31,517,1
ENGINEER,48212,3527844658274765,06/34,603,1
LAWYER,91543,180063746877067,07/34,2869,1
DOCTOR,59631,6551013165359012,03/25,617,0
LAWYER,7382,6011403656606837,09/32,775,1
LAWYER,92718,4106402459540657544,12/29,116,0
DOCTOR,28969,213139206387135,01/28,997,0
DOCTOR,87951,4711137045337562416,08/32,5095,0
LAWYER,46112,6582370744307703,11/31,393,0
LAWYER,74515,38101109189789,07/25,368,1
LAWYER,21759,213154368749782,06/30,378,1
LAWYER,40027,342403152440544,08/25,439,1
DOCTOR,6372,213156390007584,09/26,6540,1
LAWYER,25120,375790573565390,01/30,975,1
DOCTOR,64854,213184341146947,05/29,312,1
ENGINEER,93118,342727656877615,02/26,440,1
DOCTOR,67216,6547734254752232,01/28,754,1
DOCTOR,40543,575041356164,10/33,440,0
LAWYER,24660,348186918130541,11/29,071,1
DOCTOR,48390,3536777579842527,11/28,058,0
DOCTOR,69536,375894561205223,02/28,261,0
LAWYER,80791,630430738603,07/27,271,1
LAWYER,92801,4804076585869411983,12/28,913,0
ENGINEER,57209,4143904930068450,05/32,531,0
DOCTOR,11322,4814604605081184877,04/34,862,0
DOCTOR,45322,6590661140200181,08/31,228,0
DOCTOR,3090,3522939275873588,03/25,265,0
DOCTOR,69421,180071206406368,04/25,7907,0
ENGINEER,25999,4291332316747218,02/30,936,1
ENGINEER,35091,4910207865932208,07/29,465,0
ENGINEER,91765,30359253784031,06/31,090,1
DOCTOR,90966,3564963258418012,08/26,925,1
LAWYER,18568,3540041494131746,04/31,287,0
ENGINEER,54545,346275997778767,03/26,685,0
DOCTOR,36950,213153886681055,09/30,524,0
ENGINEER,65717,4797536590042,04/28,324,1
ENGINEER,3353,4314482632928894,12/26,382,1
LAWYER,92948,3566539314638617,02/26,506,0
LAWYER,78275,4861122140957260522,06/30,116,0
LAWYER,17789,180029960354414,10/25,254,1
DOCTOR,53599,3580729903942577,01/27,425,1
LAWYER,49021,3538495035893350,12/27,126,0
ENGINEER,41091,30228361365282,07/31,019,0
LAWYER,84080,3515945064588666,01/30,929,1
ENGINEER,57787,6011698902931646,11/31,999,1
ENGINEER,42229,342839197445198,12/33,998,0
DOCTOR,32449,6591351428264179,12/27,188,1
LAWYER,41337,180089105545094,07/25,958,0
ENGINEER,76743,3520907090052862,12/24,271,0
DOCTOR,61685,587002754022,06/34,438,1
DOCTOR,24703,3536017885316274,01/30,023,0
DOCTOR,69271,3562140551294497,08/32,567,0
DOCTOR,83860,3576334550974613,07/29,866,0
DOCTOR,83557,2242348048939943,09/33,675,0
ENGINEER,51188,180078192438743,07/26,847,1
DOCTOR,885,346159799601882,04/29,6400,1
LAWYER,39547,30230285274293,03/25,930,0
DOCTOR,19556,4371648212433287,03/25,400,0
LAWYER,85695,3590581817456618,07/32,9262,1
ENGINEER,78045,38782953715462,02/32,322,0
LAWYER,4877,502001173520,07/28,9984,1
ENGINEER,64708,6011395535088759,05/34,280,0
LAWYER,13010,4057483788305640429,11/27,723,0
LAWYER,18413,4588439404138,01/30,255,0
LAWYER,23041,4497890171957625854,08/33,938,0
LAWYER,45848,4060276188697259,10/27,7269,0
LAWYER,87736,4090211030037184,03/32,139,0
LAWYER,37743,4007858067359,06/27,760,1
DOCTOR,18756,180049347347444,07/25,295,0
LAWYER,10116,4793348019171350,06/33,388,0
ENGINEER,66748,6567177114669318,05/26,082,1
LAWYER,85096,6011058865249223,07/29,616,1
LAWYER,43513,4852594007036462338,07/33,460,0
LAWYER,68654,340082554205655,10/33,340,1
LAWYER,77495,180096874577588,06/30,122,0
DOCTOR,29931,6011422229500905,01/31,654,0
ENGINEER,3697,213171982065361,10/29,618,0
DOCTOR,43923,4644113298991840,05/30,573,0
DOCTOR,96365,2296289424520797,06/28,767,1
ENGINEER,24484,375827044038209,07/26,262,0
DOCTOR,75445,5253722592853776,02/28,999,1
LAWYER,41476,4668625643994,03/25,1851,0
DOCTOR,43244,4069301329331,08/26,501,0
DOCTOR,1970,6519383637287575,03/25,621,1
ENGINEER,62069,6506341744121728,11/26,207,1
ENGINEER,82081,4488829125076617,08/32,341,1
LAWYER,25461,3558624131709203,05/30,388,1
ENGINEER,67514,4940814699990,10/29,355,1
LAWYER,9009,4924472093655674,08/34,705,1
ENGINEER,65122,4962559061451681,08/34,427,0
DOCTOR,9824,4347988618550,06/31,5411,0
ENGINEER,42483,349674376544641,01/32,527,1
ENGINEER,90470,213106227255658,01/28,144,0
DOCTOR,50728,6011910805371345,04/29,419,1
LAWYER,99731,3513154101899911,03/34,323,0
LAWYER,73190,639002552540,10/30,386,0
LAWYER,7751,5508436506900986,08/31,127,0
ENGINEER,52916,372413135973704,08/29,891,0
DOCTOR,6005,30144972249106,06/26,849,0
LAWYER,67910,4969263234098510,02/34,2252,1
LAWYER,45492,180082627111982,11/31,620,0
ENGINEER,59785,180088651318013,11/34,403,0
ENGINEER,97286,4176885330609,12/32,717,1
LAWYER,24201,2238867903695429,09/33,689,1
DOCTOR,18954,4236753061304154476,11/29,259,1
ENGINEER,56455,4382228585835160197,11/32,217,1
LAWYER,58183,503840118551,11/29,629,0
ENGINEER,56051,6011764635030021,11/29,170,0
LAWYER,83640,180051252252064,03/27,482,1
DOCTOR,96252,38098223051772,11/32,598,0
ENGINEER,80349,6011819314378842,12/32,4944,1
ENGINEER,52869,4598271353913244,05/33,590,1
LAWYER,29510,6011074597531523,11/25,843,0
DOCTOR,21188,4587242223455990,04/25,162,1
ENGINEER,97333,370008710520623,07/25,937,1
LAWYER,46331,4391798666000401409,11/24,091,1
ENGINEER,5181,3599785958487156,12/27,295,0
ENGINEER,13900,30437112955784,03/34,8622,1
ENGINEER,94785,2718005768691535,05/28,3317,1
DOCTOR,44686,180023049014057,09/26,335,0
DOCTOR,97837,4398175134018,05/32,242,1
LAWYER,41315,2382939717474533,06/29,501,0
ENGINEER,9726,3597616252523556,12/25,324,0
DOCTOR,95217,4288682430320968887,12/31,942,0
DOCTOR,13006,4556336357840,05/32,2899,1
ENGINEER,25004,2260432254914613,12/30,242,0
ENGINEER,53428,2410339137696490,01/29,037,1
LAWYER,13869,371952800858006,11/28,569,1
DOCTOR,94864,4365990196556465350,12/31,576,0
DOCTOR,24400,4129720772673175,06/25,549,0
ENGINEER,43754,2272215762230747,11/31,921,0
LAWYER,48497,38382312326307,11/30,113,1
ENGINEER,14751,4209688843195,03/31,536,1
DOCTOR,37442,6011531841786377,08/25,248,1
DOCTOR,25178,3562940976382284,05/26,696,1
DOCTOR,15198,2720445253079265,08/34,506,0
DOCTOR,19046,2296686786942958,06/27,287,1
LAWYER,67677,4530613229898557,09/30,130,1
LAWYER,51087,4876787576544,05/32,797,0
LAWYER,78637,4836818599670244,12/28,628,1
ENGINEER,34472,375184515399888,09/33,772,1
ENGINEER,36260,2355878464589130,04/30,601,0
DOCTOR,65716,3503252695646839,01/27,679,0
DOCTOR,55667,6509464968763798,06/28,288,0
DOCTOR,66028,3514324774710633,10/25,4916,1
ENGINEER,29003,6542137183349879,04/33,768,1
ENGINEER,92863,4974648487219926432,12/26,719,1
ENGINEER,79837,4171671295108,12/32,766,0
ENGINEER,53520,676285439631,12/33,6822,0
LAWYER,24498,345042688275714,07/28,806,1
ENGINEER,63300,4975129500467,08/30,3139,0
ENGINEER,52583,3593487416888663,06/34,172,0
DOCTOR,16543,2470051411441793,04/32,273,0
LAWYER,79755,639059975388,01/27,744,1
DOCTOR,99904,2598087243919173,08/30,667,1
LAWYER,19334,213130293827729,09/29,481,1
DOCTOR,91675,213166322399561,04/33,8243,0
LAWYER,49992,4076241349055,08/27,255,0
DOCTOR,21583,2252227924538895,06/26,302,0
ENGINEER,44828,4696569631881,10/29,697,0
DOCTOR,68206,675957929549,04/29,020,0
LAWYER,71903,3599521081947406,11/33,653,1
LAWYER,53090,4587745377475796,11/26,616,0
ENGINEER,9721,4420074042714799,11/31,386,1
LAWYER,67119,6011974375982089,01/31,911,0
ENGINEER,52319,502076868293,05/27,297,0
ENGINEER,90106,4397490794266,03/30,102,1
LAWYER,80575,4230768531478309,03/34,166,0
LAWYER,65517,4580157637312804799,07/26,567,1
DOCTOR,49617,4842348732653,07/32,518,0
ENGINEER,45436,6599887111009332,08/25,366,1
LAWYER,45835,6562983615403650,08/26,390,0
ENGINEER,34138,3553670970547654,12/31,069,1
ENGINEER,43057,2476628558576939,03/33,330,0
DOCTOR,66355,180038423299306,05/33,709,1
DOCTOR,21458,3575367989304987,06/30,804,0
LAWYER,35938,180064045635594,05/33,888,0
DOCTOR,67945,30188058902781,09/26,421,1
ENGINEER,74389,630495646899,03/29,466,1
ENGINEER,8868,36461107246060,01/33,287,0
LAWYER,53424,180038258162587,03/34,261,0
DOCTOR,47090,3522871818363019,07/27,059,0
ENGINEER,57501,180074584122292,09/26,407,1
DOCTOR,6866,4465605032463284490,11/31,754,0
LAWYER,35644,4395606021935563,12/31,695,1
DOCTOR,47448,4289276947144162389,03/30,924,1
LAWYER,72598,3573389319891782,01/32,331,1
LAWYER,40876,4512102385526670395,02/26,831,1
ENGINEER,65138,30090198862794,06/26,513,0
LAWYER,79202,180073289812264,01/25,2999,0
ENGINEER,64794,3580469127674157,12/24,726,0
DOCTOR,20745,3591996623808092,07/31,792,0
LAWYER,88314,5398285303272484,12/31,326,1
ENGINEER,74305,379488352916977,03/25,124,1
ENGINEER,10908,4680836002664726,09/34,109,1
DOCTOR,22643,4085673039682090205,01/28,289,0
DOCTOR,4476,4730095747598729,12/33,3952,0
LAWYER,25151,30537357186019,07/29,843,1
LAWYER,31257,3545691814785798,03/32,672,1
DOCTOR,86470,5170996536352406,08/25,179,0
ENGINEER,13271,4712103252880193,01/31,545,1
DOCTOR,2155,676272614071,06/31,104,1
ENGINEER,36757,6505893471461298,10/28,915,0
ENGINEER,91490,30379458474519,10/34,620,0
ENGINEER,57824,345213059089295,12/29,594,1
DOCTOR,10687,3574805999520713,02/27,8256,0
DOCTOR,71114,6011612113114298,04/29,235,1
LAWYER,37772,4591854770724869,12/31,585,1
ENGINEER,48398,3557721650105119,03/33,247,1
ENGINEER,35660,30244505283521,05/34,490,0
LAWYER,62381,4502541489552147359,10/34,975,0
ENGINEER,25461,3592206395193585,06/27,392,1
ENGINEER,22904,4829199884311,03/27,680,1
ENGINEER,41824,4442804205656,04/28,724,0
ENGINEER,89309,6584369501572309,01/32,928,1
DOCTOR,5537,343906669286225,03/34,072,0
ENGINEER,45263,4594248253369917542,07/30,527,0
LAWYER,98751,347071405773857,08/27,384,1
LAWYER,33485,3570050243363867,06/25,327,0
DOCTOR,42595,4055185071131,01/29,344,1
LAWYER,88295,347474239595092,10/33,903,0
DOCTOR,51528,4787940992669547,08/26,605,0
DOCTOR,26556,060474874215,10/34,204,0
ENGINEER,64049,379012563284486,07/32,636,0
DOCTOR,9529,4434446783226569,03/32,442,0
LAWYER,6391,4661961815764334002,09/31,227,0
ENGINEER,43167,6501922887141964,02/34,664,0
LAWYER,60635,4490963864540,08/28,597,1
LAWYER,9679,213147253867578,05/26,917,0
ENGINEER,81684,3581094454931381,08/27,301,0
DOCTOR,96307,3543920096906133,02/28,302,1
LAWYER,21343,4097578672705081016,09/31,752,1
LAWYER,93416,675935799030,02/32,912,1
ENGINEER,20948,3519839321116765,06/25,469,1
LAWYER,81146,213196121913858,02/34,604,1
ENGINEER,50073,6516689835965322,05/25,779,0
ENGINEER,85253,4542419469897234,06/25,646,0
DOCTOR,16685,376189995909998,12/25,694,0
ENGINEER,51022,2720041754887569,07/34,676,0
LAWYER,61402,6011037462548849,08/26,944,0
LAWYER,34723,6011842475165600,05/34,123,0
DOCTOR,71580,580076737619,11/25,178,0
ENGINEER,24965,676174510302,01/34,795,1
ENGINEER,53067,4265388916580286,09/30,046,0
LAWYER,55976,6011919147958461,10/28,079,1
LAWYER,25438,3593890794262734,07/27,596,0
ENGINEER,50633,4817657936669961,01/25,779,0
ENGINEER,92856,3538900886211222,03/28,629,0
ENGINEER,85884,4019996851015430034,05/31,580,1
ENGINEER,43720,213106189075599,02/30,776,0
DOCTOR,32176,372080688140195,02/25,751,0
LAWYER,91986,5151761545213483,01/26,333,1
LAWYER,15749,3549139839079108,03/27,955,1
ENGINEER,91414,30499861821088,12/32,282,0
LAWYER,682,180010217795849,05/26,983,0
DOCTOR,82205,4002940046844335,08/32,5421,0
LAWYER,35867,4649029906148539,01/30,2751,0
LAWYER,58161,30397992397350,09/30,753,0
LAWYER,81930,4463200552970,04/27,207,1
LAWYER,27246,4862331485521841,12/33,300,0
DOCTOR,41196,4775364410690790583,01/30,5644,0
DOCTOR,76953,373759163467681,12/33,692,0
DOCTOR,52829,4964325868279511,03/32,203,1
LAWYER,52452,30493330329203,07/32,447,0
ENGINEER,16945,30124299097917,06/32,876,1
DOCTOR,21168,30531415210556,10/26,339,1
LAWYER,93323,4575123733253261,12/27,800,1
ENGINEER,69295,4670399578848019,08/26,152,0
LAWYER,61555,4418821131652205,05/33,561,1
ENGINEER,39911,4282002256219962,02/33,208,1
LAWYER,23640,2295872271358337,08/31,461,0
ENGINEER,47195,2520880424178426,04/31,671,0
ENGINEER,11571,4018503907220623,05/32,507,1
DOCTOR,54485,676306561348,01/31,3761,1
LAWYER,54816,639049383370,08/27,752,1
DOCTOR,14268,676275465893,01/25,293,0
DOCTOR,3370,3541001404462648,02/27,317,1
LAWYER,34775,501856632390,06/33,208,1
DOCTOR,76003,4562649626640,01/28,773,1
LAWYER,30060,180085199853162,03/25,905,1
LAWYER,71170,180078851105187,07/31,686,1
LAWYER,70000,4453320453384980,12/30,437,1
DOCTOR,69926,3508061114707758,09/26,444,0
DOCTOR,65,4812954514747128,03/25,404,1
ENGINEER,19769,378340432185274,12/24,930,0
ENGINEER,25091,213157573110781,12/32,522,0
ENGINEER,61691,676282625141,10/27,309,1
DOCTOR,75072,3598432043038204,04/30,528,0
LAWYER,70056,3523812387988207,04/33,603,0
DOCTOR,66511,4819025383547,09/25,486,1
ENGINEER,39439,4397420898791408,08/32,757,0
LAWYER,62403,4295284065388338,10/34,715,1
DOCTOR,9832,4198281040042418,07/28,528,0
LAWYER,26886,4039947477658273016,03/30,821,1
LAWYER,31171,3510449985657234,11/32,601,1
ENGINEER,28070,4359651785136848516,06/34,1350,0
ENGINEER,6521,3516835401471800,03/30,807,0
ENGINEER,34551,343037847620091,08/28,924,0
LAWYER,70475,377766040564388,10/26,294,1
DOCTOR,19,5547372266643628,03/27,726,0
ENGINEER,28012,213131878034616,10/34,384,0
LAWYER,24329,30413938502209,07/26,305,1
ENGINEER,77246,676393393522,07/31,003,0
LAWYER,77535,4054637054423443,06/33,956,0
LAWYER,70979,4017522015803838637,11/30,876,1
LAWYER,95318,5227914716678386,10/30,777,1
ENGINEER,79618,38323384921724,02/32,969,0
DOCTOR,59301,3512886211942328,11/26,433,0
LAWYER,61282,30253109191147,04/27,732,0
LAWYER,53083,4762404426898585,05/34,970,1
DOCTOR,62175,4829343428899079,01/29,947,0
DOCTOR,16347,3583552587528653,11/26,121,0
DOCTOR,80070,4127587612497,02/29,349,1
LAWYER,62814,4748368713855,06/29,951,0
ENGINEER,3259,347327247704231,07/28,704,0
ENGINEER,29094,502020362575,10/29,937,1
LAWYER,73759,213124619624944,10/34,041,1
DOCTOR,59747,180085483116219,04/29,789,1
DOCTOR,77863,341715125786062,11/27,738,1
DOCTOR,37495,4240516975750800,01/26,970,0
DOCTOR,8128,30498922921960,06/33,887,0
LAWYER,26091,4014108382950,05/34,245,0
ENGINEER,97261,4989694488872737935,01/28,074,1
LAWYER,10082,180094429602431,03/33,349,0
ENGINEER,74762,2701821096423618,02/34,935,1
LAWYER,44562,4607879926947660,09/33,701,0
DOCTOR,69168,349234956237031,11/31,960,0
DOCTOR,13564,3587674951359592,06/28,530,1
ENGINEER,5583,4010484793892601,07/31,382,1
DOCTOR,74172,348489890214618,11/26,541,0
LAWYER,70732,343098243190048,07/32,681,0
DOCTOR,35958,4371262969067,04/29,414,0
LAWYER,81,580848958071,01/30,856,1
LAWYER,61557,370103857649895,09/27,6850,0
DOCTOR,5814,4433583683569,01/32,672,0
DOCTOR,22937,30549440984763,01/33,033,1
LAWYER,74170,3543398797229941,11/33,339,1
DOCTOR,9259,213140634125899,09/26,524,0
DOCTOR,98266,3577328979633056,08/27,711,1
ENGINEER,30058,30130466800793,01/30,6365,0
LAWYER,45383,4055117449435849,09/32,254,0
LAWYER,42527,4838980733339836768,05/26,410,0
DOCTOR,43356,213139862584769,09/34,387,0
ENGINEER,79959,213106170625816,03/30,749,0
LAWYER,67002,4365437321593787,10/26,751,0
LAWYER,64631,3577980568070973,05/30,960,1
LAWYER,24931,3557163097566209,01/25,913,0
DOCTOR,84537,213187849617764,11/30,839,0
LAWYER,13818,2706648045133310,12/32,984,0
DOCTOR,23205,30325502670495,08/32,648,0
LAWYER,46337,4241871635926919999,04/31,224,0
DOCTOR,96341,6589349213805259,08/28,318,0
DOCTOR,19050,4453920163131484701,04/30,958,0
DOCTOR,39494,4791018558165236,09/30,348,1
DOCTOR,45238,2286689696841585,03/29,415,0
LAWYER,69320,4230323007141641,10/31,2991,1
DOCTOR,58779,4005563662977,09/30,694,0
DOCTOR,61622,3502812237611053,07/27,364,0
