Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
ENGINEER,84386,6511631422854696,07/29,384,1
LAWYER,49370,4127587095636,04/25,70,1
DOCTOR,56127,6011726118108426,02/34,290,1
DOCTOR,94607,3592057759720806,03/29,435,1
ENGINEER,46517,213131152543688,11/31,7469,1
ENGINEER,23399,3594948669091460,03/26,607,1
ENGINEER,49473,345970677673012,09/28,801,1
ENGINEER,37092,3591847779612335,08/31,313,1
DOCTOR,93873,3512344646080819,07/34,21,1
ENGINEER,11061,3552318451503090,08/32,624,1
LAWYER,16925,502010211337,04/29,898,1
DOCTOR,60066,503806093616,05/29,993,1
ENGINEER,48763,3545576161279737,01/26,282,1
DOCTOR,82297,3525690864347818,07/27,977,1
LAWYER,99247,3596357818291013,05/25,7487,1
ENGINEER,17872,180083583648306,12/27,761,1
ENGINEER,27728,4545806743712949,06/34,136,1
DOCTOR,19244,4084309428589630,11/26,968,1
DOCTOR,27848,3577197964303375,01/30,254,1
LAWYER,26990,378914335528150,05/26,688,1
DOCTOR,25072,676234181672,09/26,125,1
ENGINEER,772,372717501459522,08/27,346,1
LAWYER,27705,6011780956069281,09/31,737,1
LAWYER,20357,6011634267771970,05/32,930,1
LAWYER,64153,180057815223633,05/27,3973,1
ENGINEER,22025,36369904880710,08/25,127,1
DOCTOR,95544,6011633790535423,05/28,54,1
ENGINEER,15963,30145004117807,04/30,90,1
ENGINEER,15999,4319132107004904,12/30,735,1
LAWYER,3091,3598276019235140,10/30,557,1
LAWYER,21525,579998484490,07/27,383,1
DOCTOR,63205,2261240564791921,08/28,449,1
LAWYER,47786,4653840362570,04/30,29,1
ENGINEER,42415,4221103744346,02/30,6,1
DOCTOR,79991,4519056177652298781,02/25,640,1
DOCTOR,10700,6545184109127200,04/31,608,1
ENGINEER,89497,4627456778208107,07/25,511,1
LAWYER,19279,5495187752059614,06/34,543,1
ENGINEER,13998,675997901813,06/27,410,1
DOCTOR,90163,3531174491432527,08/25,181,1
DOCTOR,59626,4275941002453558,01/29,446,1
LAWYER,1047,503863613959,08/31,687,1
LAWYER,9157,4197485618984374986,11/24,487,1
DOCTOR,19258,4240964875114,04/28,103,1
DOCTOR,52187,4435717450997,04/32,6306,1
ENGINEER,72526,675938289716,04/27,238,1
ENGINEER,13141,4803030608775,09/30,567,1
DOCTOR,59277,6586991586455775,03/26,168,1
ENGINEER,59082,4750415138854,01/31,1801,1
ENGINEER,11320,60457814162,08/30,776,1
ENGINEER,60842,4435338363888075,01/33,824,1
LAWYER,64831,4896064182239314210,11/29,509,1
LAWYER,23494,6524782192787247,01/26,159,1
LAWYER,54671,630476079490,09/28,790,1
LAWYER,18869,3514841220125355,12/33,731,1
DOCTOR,24384,4456166657007,05/28,376,1
LAWYER,73224,501806488117,09/29,708,1
ENGINEER,55889,4953464609076036,08/25,22,1
DOCTOR,47442,4784750915234570790,02/32,915,1
DOCTOR,67254,6011432012109806,06/31,931,1
DOCTOR,73275,4976288872686608524,07/32,585,1
LAWYER,80792,3546478617465979,09/29,347,1
LAWYER,8271,3546793450974881,09/29,583,1
LAWYER,22904,213153182053983,12/30,358,1
ENGINEER,70011,2524306162142412,05/31,556,1
DOCTOR,53953,6011427780336094,09/25,594,1
LAWYER,12774,4534522171940298799,03/25,506,1
LAWYER,38176,676308534574,11/26,646,1
DOCTOR,16075,6530178266145929,10/25,927,1
ENGINEER,79382,4994619568090,04/28,543,1
ENGINEER,7854,3588266459067048,12/25,64,1
DOCTOR,29344,30510344901592,06/34,52,1
ENGINEER,79019,6578924423157015,06/27,554,1
DOCTOR,50343,4111027008866288,09/31,161,1
DOCTOR,5808,4474166542730161,09/29,63,1
LAWYER,64882,4919999185763377,07/31,42,1
DOCTOR,87568,4038515414259262,12/33,368,1
DOCTOR,52470,3519912576193134,02/26,101,1
DOCTOR,45064,5412914151618892,07/29,538,1
DOCTOR,54964,3576828532071141,03/30,740,1
LAWYER,40185,6557749333781009,04/26,281,1
LAWYER,85047,3519810894010867,05/26,365,1
LAWYER,29481,3574427245886481,01/32,38,1
LAWYER,3455,4921303773871827951,10/28,2,1
DOCTOR,49298,374333214733787,06/29,47,1
DOCTOR,9067,676252287922,05/29,936,1
LAWYER,86639,4005670462246,04/29,965,1
DOCTOR,93338,4514981762767093424,08/30,84,1
DOCTOR,1889,4460922145593357031,05/30,527,1
LAWYER,87073,3559149049451838,03/27,714,1
DOCTOR,84731,675964092604,11/30,590,1
ENGINEER,90966,3564744303695956,05/32,631,1
ENGINEER,33335,4589186362663294,05/29,131,1
ENGINEER,55963,4163204696886,08/33,401,1
LAWYER,44,4345770425818238,09/31,355,1
ENGINEER,81495,4713361442251993,01/30,158,1
ENGINEER,16952,4885844123349,01/28,9737,1
ENGINEER,26445,2230552150725206,06/29,999,1
DOCTOR,43689,340481358603661,08/32,915,1
ENGINEER,92446,341845758363747,02/31,311,1
LAWYER,36544,6011154345873151,07/31,8145,1
LAWYER,19024,4516629394658954,02/26,986,1
ENGINEER,99416,4574491517522040,02/30,267,1
ENGINEER,77297,3596204191474529,07/30,308,1
LAWYER,85972,180012786221538,04/27,542,1
ENGINEER,54640,30075231233673,07/32,27,1
ENGINEER,9906,213112471926762,07/26,357,1
DOCTOR,6237,30048004897313,10/25,282,1
DOCTOR,72836,4364357553972411,01/32,474,1
DOCTOR,46462,3535922866674156,05/32,805,1
LAWYER,48112,2284583459334510,11/32,237,1
DOCTOR,79091,30449595820385,04/34,993,1
LAWYER,32924,376463722413388,10/29,601,1
DOCTOR,87054,2224032058794941,03/29,953,1
ENGINEER,51305,4050738623678,02/25,183,1
ENGINEER,66053,4981575811027685,04/30,802,1
LAWYER,12424,30578914866529,05/28,837,1
DOCTOR,55064,4398433243869687969,08/27,833,1
DOCTOR,75538,4004034190504313,06/34,890,1
ENGINEER,32991,373449526756182,10/34,809,1
LAWYER,72,4298471251726358,02/32,691,1
DOCTOR,72730,4033049366401477398,07/34,970,1
DOCTOR,99986,6530477276775489,07/29,136,1
LAWYER,13450,3528005182916953,04/29,125,1
LAWYER,9437,4078015208187545003,07/33,688,1
ENGINEER,89694,213105585891781,11/26,408,1
LAWYER,93882,36166699223092,12/33,367,1
ENGINEER,1526,180036572888002,07/27,369,1
DOCTOR,71472,3582642522875813,03/30,601,1
ENGINEER,74076,6559748097583468,10/33,53,1
ENGINEER,35074,4696248104537002,10/28,260,1
DOCTOR,91005,6504309763968669,12/33,499,1
ENGINEER,39474,4926504238540861126,04/32,210,1
LAWYER,4235,60448326771,06/31,824,1
ENGINEER,8153,180027625674937,03/32,497,1
DOCTOR,9068,3546155257025731,12/29,915,1
DOCTOR,62753,6555827827391345,04/30,376,1
DOCTOR,20787,2256779295494989,03/26,363,1
LAWYER,69563,4642800509327325,11/27,368,1
LAWYER,90731,6011449757613438,08/29,16,1
LAWYER,6322,4420065332716,10/31,82,1
LAWYER,19467,639043325641,12/31,380,1
LAWYER,90731,676194679103,06/28,5426,1
LAWYER,58599,3595962706386832,03/25,758,1
LAWYER,94493,4262861148864641961,08/27,674,1
LAWYER,2611,36121116037716,06/34,102,1
DOCTOR,68886,4166365782318587786,03/30,797,1
ENGINEER,24991,378606118504677,10/26,413,1
LAWYER,94920,213170915267185,08/25,706,1
ENGINEER,41500,6501800397155015,07/26,475,1
ENGINEER,22043,2527897889285432,02/31,315,1
DOCTOR,97763,3589014654774102,04/31,936,1
DOCTOR,76205,4309613089935510233,12/30,339,1
DOCTOR,97642,3546440661030067,09/32,242,1
LAWYER,67133,30139315204214,07/25,637,1
LAWYER,50617,213159261675992,10/29,285,1
LAWYER,72419,4433903546999408544,12/30,645,1
LAWYER,44700,6011759968184247,01/31,447,1
DOCTOR,75419,4433909500679,12/30,528,1
LAWYER,70032,30480280476837,06/30,747,1
ENGINEER,53533,4307661960935691,12/24,162,1
LAWYER,97747,4332499658345,10/34,596,1
DOCTOR,35392,4012637739122225811,04/32,7962,1
DOCTOR,89929,675969484087,10/34,505,1
DOCTOR,40318,6505492512008984,11/29,567,1
ENGINEER,22376,3556067801725319,06/28,683,1
DOCTOR,15874,4103057931329,11/33,697,1
LAWYER,63403,6524622614012362,09/28,550,1
ENGINEER,36782,4481402573832419129,06/32,766,1
DOCTOR,4326,30553633680659,09/34,453,1
ENGINEER,66134,676271913300,12/27,160,1
LAWYER,36748,377563591104429,05/27,1977,1
ENGINEER,74419,30542467712928,08/28,951,1
ENGINEER,97940,376845163881380,03/27,516,1
LAWYER,58809,3556409234368772,09/27,6211,1
LAWYER,22593,4588295940594045,08/27,334,1
LAWYER,79648,3549780333461761,05/31,708,1
ENGINEER,58539,180082299836395,06/33,585,1
LAWYER,78003,4188707285606,12/26,132,1
LAWYER,4811,373409998406393,08/25,1707,1
DOCTOR,153,30283107512358,11/29,302,1
LAWYER,59124,4741222722126881,10/31,832,1
DOCTOR,54787,2229003309595440,03/31,977,1
LAWYER,97494,213193694663689,01/28,98,1
ENGINEER,904,676265731627,03/29,655,1
LAWYER,41851,213129348537630,05/30,628,1
LAWYER,43007,30413780932355,04/27,256,1
DOCTOR,35777,2265590839316219,09/25,517,1
LAWYER,79112,3524695377890536,08/31,307,1
ENGINEER,57017,4732384506997373,02/31,316,1
LAWYER,42993,213181265726746,04/27,456,1
DOCTOR,58241,4502026457839,02/30,348,1
LAWYER,36285,4750802862475335,12/27,708,1
DOCTOR,42422,3590830724942982,01/34,840,1
ENGINEER,48066,675996920160,06/25,777,1
LAWYER,42055,4589042332744053021,02/33,166,1
ENGINEER,56896,213151274388093,02/34,900,1
DOCTOR,38702,30212501737246,07/29,50,1
LAWYER,89452,4540577543268,11/30,637,1
DOCTOR,52646,377807519567401,09/30,7843,1
LAWYER,4079,349778512872095,11/25,436,1
ENGINEER,12129,347069068314928,04/34,47,1
DOCTOR,9586,6554247171476652,10/25,52,1
LAWYER,97760,3531457818593885,07/26,83,1
ENGINEER,68135,6011811799536705,06/26,50,1
LAWYER,72007,6011052534703769,02/32,726,1
ENGINEER,53620,349735326301919,06/27,598,1
LAWYER,33569,3582224874312586,09/34,376,1
DOCTOR,11903,371283261285269,02/28,907,1
LAWYER,1409,2225470264371790,12/26,835,1
ENGINEER,13757,4496042603340543,11/30,510,1
DOCTOR,36583,4800108900047189,05/27,126,1
DOCTOR,62069,38988477441325,01/25,44,1
LAWYER,79704,344124231807465,06/31,987,1
DOCTOR,33068,4676100262511,01/27,303,1
LAWYER,37761,630494953106,06/27,692,1
LAWYER,36348,30474437308191,12/25,477,1
ENGINEER,79671,213145289264927,09/30,886,1
ENGINEER,41376,3533707851297382,08/26,107,1
LAWYER,30894,676101391263,07/28,884,1
LAWYER,14156,346117174111430,12/28,467,1
ENGINEER,274,3584964350280439,10/29,23,1
DOCTOR,37984,4777060311569,06/29,412,1
LAWYER,90682,213177891536400,12/28,91,1
LAWYER,36541,6011428092997847,04/26,964,1
ENGINEER,60543,4080176074302897,02/34,832,1
LAWYER,56782,639001182612,03/26,748,1
DOCTOR,4761,503880720589,05/29,562,1
LAWYER,74684,371892108426736,04/25,432,1
LAWYER,90245,4254865243975,05/32,34,1
DOCTOR,8751,2230908668635396,03/28,854,1
LAWYER,71172,676104616146,02/33,169,1
DOCTOR,75381,6587550283897488,02/34,451,1
LAWYER,99815,4831186620264405379,11/24,403,1
ENGINEER,24726,3570416961350628,03/29,152,1
DOCTOR,10167,373662586597037,03/33,194,1
LAWYER,72785,36970979748482,09/29,8128,1
ENGINEER,1749,3530287441788755,02/27,3231,1
LAWYER,34606,4670029851413,05/28,632,1
DOCTOR,61215,372292085373846,09/26,1993,1
LAWYER,97028,2234976960642754,11/28,955,1
LAWYER,99655,639047815951,11/24,129,1
LAWYER,33420,4289592677088718,10/31,595,1
ENGINEER,74854,60488618079,04/33,729,1
DOCTOR,98015,4006100058427883277,03/33,945,1
LAWYER,29555,3529227781772798,04/30,267,1
LAWYER,28099,2232705213661416,04/31,567,1
DOCTOR,816,60434747493,03/27,147,1
DOCTOR,44902,4024010263131024,07/31,300,1
ENGINEER,85365,501835354017,10/30,416,1
DOCTOR,4988,676243890917,08/33,459,1
DOCTOR,79116,6518745944746066,08/26,930,1
DOCTOR,87860,6011209316170324,01/31,664,1
LAWYER,2651,372617173445868,04/26,638,1
ENGINEER,15804,569405856380,04/31,576,1
DOCTOR,87944,6011495577353986,02/33,129,1
LAWYER,62544,3507407681960273,07/27,533,1
LAWYER,54349,2269718117821875,01/27,304,1
LAWYER,65873,38174710335133,05/33,489,1
DOCTOR,22923,2262678570169781,04/32,601,1
LAWYER,98837,2702199927570298,06/27,957,1
DOCTOR,8294,345152497256258,05/31,517,1
ENGINEER,48212,3527844658274765,06/34,603,1
LAWYER,91543,180063746877067,07/34,2869,1
LAWYER,7382,6011403656606837,09/32,775,1
LAWYER,74515,38101109189789,07/25,368,1
LAWYER,21759,213154368749782,06/30,378,1
LAWYER,40027,342403152440544,08/25,439,1
DOCTOR,6372,213156390007584,09/26,6540,1
LAWYER,25120,375790573565390,01/30,975,1
DOCTOR,64854,213184341146947,05/29,312,1
ENGINEER,93118,342727656877615,02/26,440,1
DOCTOR,67216,6547734254752232,01/28,754,1
LAWYER,24660,348186918130541,11/29,71,1
LAWYER,80791,630430738603,07/27,271,1
ENGINEER,25999,4291332316747218,02/30,936,1
ENGINEER,91765,30359253784031,06/31,90,1
DOCTOR,90966,3564963258418012,08/26,925,1
ENGINEER,65717,4797536590042,04/28,324,1
ENGINEER,3353,4314482632928894,12/26,382,1
LAWYER,17789,180029960354414,10/25,254,1
DOCTOR,53599,3580729903942577,01/27,425,1
LAWYER,84080,3515945064588666,01/30,929,1
ENGINEER,57787,6011698902931646,11/31,999,1
DOCTOR,32449,6591351428264179,12/27,188,1
DOCTOR,61685,587002754022,06/34,438,1
ENGINEER,51188,180078192438743,07/26,847,1
DOCTOR,885,346159799601882,04/29,6400,1
LAWYER,85695,3590581817456618,07/32,9262,1
LAWYER,4877,502001173520,07/28,9984,1
LAWYER,37743,4007858067359,06/27,760,1
ENGINEER,66748,6567177114669318,05/26,82,1
LAWYER,85096,6011058865249223,07/29,616,1
LAWYER,68654,340082554205655,10/33,340,1
DOCTOR,96365,2296289424520797,06/28,767,1
DOCTOR,75445,5253722592853776,02/28,999,1
DOCTOR,1970,6519383637287575,03/25,621,1
ENGINEER,62069,6506341744121728,11/26,207,1
ENGINEER,82081,4488829125076617,08/32,341,1
LAWYER,25461,3558624131709203,05/30,388,1
ENGINEER,67514,4940814699990,10/29,355,1
LAWYER,9009,4924472093655674,08/34,705,1
ENGINEER,42483,349674376544641,01/32,527,1
DOCTOR,50728,6011910805371345,04/29,419,1
LAWYER,67910,4969263234098510,02/34,2252,1
ENGINEER,97286,4176885330609,12/32,717,1
LAWYER,24201,2238867903695429,09/33,689,1
DOCTOR,18954,4236753061304154476,11/29,259,1
ENGINEER,56455,4382228585835160197,11/32,217,1
LAWYER,83640,180051252252064,03/27,482,1
ENGINEER,80349,6011819314378842,12/32,4944,1
ENGINEER,52869,4598271353913244,05/33,590,1
DOCTOR,21188,4587242223455990,04/25,162,1
ENGINEER,97333,370008710520623,07/25,937,1
LAWYER,46331,4391798666000401409,11/24,91,1
ENGINEER,13900,30437112955784,03/34,8622,1
ENGINEER,94785,2718005768691535,05/28,3317,1
DOCTOR,97837,4398175134018,05/32,242,1
DOCTOR,13006,4556336357840,05/32,2899,1
ENGINEER,53428,2410339137696490,01/29,37,1
LAWYER,13869,371952800858006,11/28,569,1
LAWYER,48497,38382312326307,11/30,113,1
ENGINEER,14751,4209688843195,03/31,536,1
DOCTOR,37442,6011531841786377,08/25,248,1
DOCTOR,25178,3562940976382284,05/26,696,1
DOCTOR,19046,2296686786942958,06/27,287,1
LAWYER,67677,4530613229898557,09/30,130,1
LAWYER,78637,4836818599670244,12/28,628,1
ENGINEER,34472,375184515399888,09/33,772,1
DOCTOR,66028,3514324774710633,10/25,4916,1
ENGINEER,29003,6542137183349879,04/33,768,1
ENGINEER,92863,4974648487219926432,12/26,719,1
LAWYER,24498,345042688275714,07/28,806,1
LAWYER,79755,639059975388,01/27,744,1
DOCTOR,99904,2598087243919173,08/30,667,1
LAWYER,19334,213130293827729,09/29,481,1
LAWYER,71903,3599521081947406,11/33,653,1
ENGINEER,9721,4420074042714799,11/31,386,1
ENGINEER,90106,4397490794266,03/30,102,1
LAWYER,65517,4580157637312804799,07/26,567,1
ENGINEER,45436,6599887111009332,08/25,366,1
ENGINEER,34138,3553670970547654,12/31,69,1
DOCTOR,66355,180038423299306,05/33,709,1
DOCTOR,67945,30188058902781,09/26,421,1
ENGINEER,74389,630495646899,03/29,466,1
ENGINEER,57501,180074584122292,09/26,407,1
LAWYER,35644,4395606021935563,12/31,695,1
DOCTOR,47448,4289276947144162389,03/30,924,1
LAWYER,72598,3573389319891782,01/32,331,1
LAWYER,40876,4512102385526670395,02/26,831,1
LAWYER,88314,5398285303272484,12/31,326,1
ENGINEER,74305,379488352916977,03/25,124,1
ENGINEER,10908,4680836002664726,09/34,109,1
LAWYER,25151,30537357186019,07/29,843,1
LAWYER,31257,3545691814785798,03/32,672,1
ENGINEER,13271,4712103252880193,01/31,545,1
DOCTOR,2155,676272614071,06/31,104,1
ENGINEER,57824,345213059089295,12/29,594,1
DOCTOR,71114,6011612113114298,04/29,235,1
LAWYER,37772,4591854770724869,12/31,585,1
ENGINEER,48398,3557721650105119,03/33,247,1
ENGINEER,25461,3592206395193585,06/27,392,1
ENGINEER,22904,4829199884311,03/27,680,1
ENGINEER,89309,6584369501572309,01/32,928,1
LAWYER,98751,347071405773857,08/27,384,1
DOCTOR,42595,4055185071131,01/29,344,1
LAWYER,60635,4490963864540,08/28,597,1
DOCTOR,96307,3543920096906133,02/28,302,1
LAWYER,21343,4097578672705081016,09/31,752,1
LAWYER,93416,675935799030,02/32,912,1
ENGINEER,20948,3519839321116765,06/25,469,1
LAWYER,81146,213196121913858,02/34,604,1
ENGINEER,24965,676174510302,01/34,795,1
LAWYER,55976,6011919147958461,10/28,79,1
ENGINEER,85884,4019996851015430034,05/31,580,1
LAWYER,91986,5151761545213483,01/26,333,1
LAWYER,15749,3549139839079108,03/27,955,1
LAWYER,81930,4463200552970,04/27,207,1
DOCTOR,52829,4964325868279511,03/32,203,1
ENGINEER,16945,30124299097917,06/32,876,1
DOCTOR,21168,30531415210556,10/26,339,1
LAWYER,93323,4575123733253261,12/27,800,1
LAWYER,61555,4418821131652205,05/33,561,1
ENGINEER,39911,4282002256219962,02/33,208,1
ENGINEER,11571,4018503907220623,05/32,507,1
DOCTOR,54485,676306561348,01/31,3761,1
LAWYER,54816,639049383370,08/27,752,1
DOCTOR,3370,3541001404462648,02/27,317,1
LAWYER,34775,501856632390,06/33,208,1
DOCTOR,76003,4562649626640,01/28,773,1
LAWYER,30060,180085199853162,03/25,905,1
LAWYER,71170,180078851105187,07/31,686,1
LAWYER,70000,4453320453384980,12/30,437,1
DOCTOR,65,4812954514747128,03/25,404,1
ENGINEER,61691,676282625141,10/27,309,1
DOCTOR,66511,4819025383547,09/25,486,1
LAWYER,62403,4295284065388338,10/34,715,1
LAWYER,26886,4039947477658273016,03/30,821,1
LAWYER,31171,3510449985657234,11/32,601,1
LAWYER,70475,377766040564388,10/26,294,1
LAWYER,24329,30413938502209,07/26,305,1
LAWYER,70979,4017522015803838637,11/30,876,1
LAWYER,95318,5227914716678386,10/30,777,1
LAWYER,53083,4762404426898585,05/34,970,1
DOCTOR,80070,4127587612497,02/29,349,1
ENGINEER,29094,502020362575,10/29,937,1
LAWYER,73759,213124619624944,10/34,41,1
DOCTOR,59747,180085483116219,04/29,789,1
DOCTOR,77863,341715125786062,11/27,738,1
ENGINEER,97261,4989694488872737935,01/28,74,1
ENGINEER,74762,2701821096423618,02/34,935,1
DOCTOR,13564,3587674951359592,06/28,530,1
ENGINEER,5583,4010484793892601,07/31,382,1
LAWYER,81,580848958071,01/30,856,1
DOCTOR,22937,30549440984763,01/33,33,1
LAWYER,74170,3543398797229941,11/33,339,1
DOCTOR,98266,3577328979633056,08/27,711,1
LAWYER,64631,3577980568070973,05/30,960,1
DOCTOR,39494,4791018558165236,09/30,348,1
LAWYER,69320,4230323007141641,10/31,2991,1
ENGINEER,32211,2646748162954689,01/34,206,1
ENGINEER,47174,569304756020,02/25,128,1
DOCTOR,87736,4638123462859192,02/27,188,1
LAWYER,86480,3505360757309036,10/32,117,1
DOCTOR,81470,30398987392836,01/28,84,1
LAWYER,19424,3581018450752764,03/25,828,1
LAWYER,4987,4742493831371341,11/26,408,1
DOCTOR,71919,3562281309682847,01/28,781,1
ENGINEER,49456,3548556670851736,10/34,278,1
DOCTOR,42894,3507409018260815,04/26,327,1
ENGINEER,84582,4181355531167410,08/27,113,1
LAWYER,38105,4363054763276912,07/32,2851,1
DOCTOR,26405,180092815942841,09/34,490,1
ENGINEER,77288,2240250541653900,01/31,4,1
LAWYER,29837,373071296820103,02/29,20,1
ENGINEER,73093,375017646303207,05/29,261,1
DOCTOR,56479,4838959570078089879,03/31,858,1
ENGINEER,4061,4810052288073698,08/25,912,1
ENGINEER,41883,378728909392839,10/30,70,1
ENGINEER,38486,4582423280543902399,12/24,84,1
LAWYER,6298,3502127766814147,09/30,996,1
ENGINEER,70112,4463397816933180,09/34,9901,1
ENGINEER,86509,675964717135,01/27,1727,1
LAWYER,2314,6011359309849176,05/27,590,1
DOCTOR,64805,4741647425176020413,09/33,575,1
LAWYER,547,3565945873189531,10/26,315,1
ENGINEER,29277,4207733031840712,01/29,7346,1
LAWYER,64094,374540858233821,03/32,342,1
LAWYER,34907,4539983870731576,09/25,339,1
DOCTOR,75805,6011776612220318,02/33,831,1
DOCTOR,26312,3521280699185049,01/33,539,1
DOCTOR,66028,4424045513845433,04/32,54,1
DOCTOR,22650,4113015937284,11/30,55,1
ENGINEER,75418,4917562608211841987,03/32,470,1
DOCTOR,92190,4889089562446782,09/29,239,1
DOCTOR,43031,4257512023367694804,01/33,8657,1
ENGINEER,51680,4779305118474638,02/32,429,1
LAWYER,51389,2709187188436369,05/26,476,1
LAWYER,75376,6011803250498483,11/32,530,1
DOCTOR,63439,2307504558659071,07/27,291,1
DOCTOR,28940,3532379609940464,06/25,842,1
DOCTOR,7474,213154178927404,05/28,772,1
ENGINEER,877,4862385142776073128,06/26,386,1
LAWYER,41534,6011957329666197,11/30,111,1
DOCTOR,92777,30469711170325,03/29,935,1
LAWYER,87182,30380853693380,12/31,7743,1
DOCTOR,79789,4302122044613486,09/28,467,1
ENGINEER,96253,6510329938428938,07/32,80,1
DOCTOR,57211,60485297919,08/30,8150,1
ENGINEER,65175,347135898624248,08/28,97,1
DOCTOR,52330,4435769022326471,06/29,8335,1
LAWYER,43415,3586053306035150,12/24,905,1
LAWYER,88021,2292476518222034,07/30,393,1
DOCTOR,87255,2526172480517976,10/30,314,1
ENGINEER,35312,180047126861528,07/33,69,1
DOCTOR,37236,4112497833540,07/33,517,1
DOCTOR,76894,3598223086653557,12/28,457,1
LAWYER,89510,377751371737951,01/29,274,1
DOCTOR,13747,342295272818173,12/24,100,1
ENGINEER,11267,4492166930581586933,07/29,143,1
LAWYER,71959,4927860879871662,03/25,5022,1
DOCTOR,7934,4397712543251,07/33,208,1
DOCTOR,10792,342995718595315,09/26,787,1
DOCTOR,9569,30359234152704,01/33,563,1
LAWYER,70525,180070228859919,12/25,22,1
LAWYER,5308,4174573817677253,11/27,748,1
DOCTOR,36769,4161172870137293043,06/25,882,1
DOCTOR,64437,3521886403393834,03/33,826,1
ENGINEER,38282,4261583377632469,09/34,6790,1
DOCTOR,91479,4495147721613877128,04/30,385,1
DOCTOR,76689,6011378262164175,04/27,66,1
LAWYER,73639,30525510796485,12/26,999,1
DOCTOR,83791,4007313695746961408,10/28,605,1
LAWYER,16096,60444297463,08/26,493,1
LAWYER,90940,676335558372,12/31,427,1
ENGINEER,35910,180069799453110,07/32,108,1
LAWYER,3832,6558311033569777,07/29,352,1
ENGINEER,59304,6011792095647646,04/25,932,1
LAWYER,23540,3537922906479424,06/29,367,1
ENGINEER,94028,2297179720515014,02/33,892,1
DOCTOR,13626,379788229883585,09/33,2041,1
LAWYER,32885,676356702461,08/29,874,1
ENGINEER,10528,502016850765,04/28,3077,1
ENGINEER,15781,2372504362673391,10/25,198,1
ENGINEER,28149,3512905191008684,02/30,299,1
DOCTOR,63642,347773515287989,04/29,423,1
ENGINEER,59239,347704992048859,12/32,130,1
DOCTOR,72002,4784596419008983,02/26,228,1
ENGINEER,14925,6527941945827620,06/33,1069,1
LAWYER,59192,564986220890,06/28,561,1
ENGINEER,76287,501830136583,10/25,341,1
LAWYER,70397,340626043832055,12/29,145,1
DOCTOR,70496,375588293533387,01/31,844,1
LAWYER,39709,3505111412897125,12/26,780,1
DOCTOR,83183,6011101879777050,09/26,410,1
LAWYER,38627,4195593865523469,12/25,3353,1
DOCTOR,86086,676117372505,09/25,96,1
DOCTOR,81319,5427074747542222,10/31,876,1
ENGINEER,90831,502026411301,11/26,353,1
LAWYER,25294,3578483061023317,01/27,397,1
LAWYER,62728,3577453228144729,11/24,580,1
DOCTOR,83860,4252667227651760,05/29,800,1
LAWYER,54888,3505965465896114,05/33,670,1
LAWYER,5972,3513677769451369,04/34,589,1
LAWYER,79166,3522116751828499,12/25,80,1
DOCTOR,5480,4361002231225443,12/30,827,1
DOCTOR,93322,371421974720814,04/26,630,1
ENGINEER,66094,180027498055958,11/33,158,1
DOCTOR,37199,4296628128996389,12/24,142,1
ENGINEER,49978,3546259977163051,10/26,943,1
LAWYER,10908,3508023623871400,04/30,13,1
DOCTOR,54156,2716421901326339,08/29,453,1
ENGINEER,34423,4242452478943943626,08/26,687,1
LAWYER,94663,2279324895424947,08/28,644,1
LAWYER,27073,213140820232038,06/32,7504,1
ENGINEER,12838,4376133773066283112,01/30,1724,1
ENGINEER,8079,2416374731503994,12/26,333,1
LAWYER,41399,343192232217456,07/26,7051,1
DOCTOR,11986,4877032907179,08/31,860,1
DOCTOR,25527,3516619821858345,06/32,959,1
DOCTOR,90973,676394314808,01/31,408,1
LAWYER,8315,2708597843449998,09/30,217,1
DOCTOR,15449,4212082804831883304,01/25,289,1
DOCTOR,64234,4712702746362922,04/25,753,1
LAWYER,21207,180097336822356,12/33,377,1
ENGINEER,61585,6557926815051743,02/32,191,1
ENGINEER,80958,3591250212738546,04/33,748,1
LAWYER,91790,4002933893884660,10/34,251,1
LAWYER,73784,4369193932455520,01/33,391,1
ENGINEER,16546,3586070884142588,06/32,791,1
LAWYER,57895,3572296131695302,06/30,867,1
ENGINEER,25229,4592426236137975,02/29,8,1
DOCTOR,89046,30598068426375,06/25,368,1
ENGINEER,74158,375497402589639,07/30,9350,1
LAWYER,11605,676291569447,02/34,97,1
DOCTOR,50443,3518577048744375,03/26,66,1
ENGINEER,65405,4175733504148791008,01/29,786,1
DOCTOR,97790,6011737116913626,04/34,29,1
DOCTOR,39257,30097298604273,05/28,641,1
ENGINEER,40892,639041886545,06/26,829,1
LAWYER,82036,30254229430910,06/33,643,1
DOCTOR,47053,2483672751056498,06/29,503,1
ENGINEER,8837,4392527726548,09/34,355,1
ENGINEER,48438,2272345289986388,07/33,978,1
LAWYER,3479,4506018464421497,08/32,454,1
LAWYER,37491,213143421683476,12/26,915,1
DOCTOR,64511,4978700097549,01/30,910,1
ENGINEER,59496,4707071421386250,01/26,37,1
LAWYER,8398,4492697574514765871,12/28,949,1
LAWYER,20272,30261940289285,04/31,705,1
DOCTOR,43555,4074240277618828,02/30,299,1
LAWYER,60591,3552965709367197,05/30,821,1
ENGINEER,86689,5403853162353803,05/29,840,1
LAWYER,87046,2223002831916690,08/29,844,1
LAWYER,47360,4496770931265,10/34,36,1
DOCTOR,64940,630452479177,12/33,958,1
